frameno;frametime;radious;cir_pos;color
1657;0.113060951233;"[5.7008772, 5.7008772]";"[(745.5, 351.5), (495.5, 333.5)]";"[1, 1]"
1658;0.114431142807;"[5.7008772, 5.7008772]";"[(714.5, 340.5), (461.5, 320.5)]";"[1, 1]"
1659;0.090528011322;"[5.7008772]";"[(689.5, 335.5)]";"[1]"
1660;0.109601974487;"[6.041523, 5.7008772, 5.7008772]";"[(415.5, 563.5), (671.5, 333.5), (415.5, 313.5)]";"[0, 1, 1]"
1661;0.109344959259;"[5.7008772, 5.7008772]";"[(658.5, 336.5), (399.5, 315.5)]";"[1, 1]"
1662;0.110244035721;"[5.7008772, 5.5226803]";"[(648.5, 339.5), (388.5, 318.5)]";"[1, 1]"
1663;0.0898540019989;"[5.7008772, 5.7008772, 5.7008772]";"[(415.5, 568.5), (640.5, 340.5), (380.5, 319.5)]";"[0, 1, 1]"
1664;0.106840848923;"[5.7008772, 5.7008772]";"[(631.5, 336.5), (371.5, 315.5)]";"[1, 1]"
1665;0.109126806259;"[5.7008772, 5.7008772]";"[(622.5, 332.5), (360.5, 312.5)]";"[1, 1]"
1666;0.107240915298;"[6.041523, 5.7008772]";"[(617.5, 329.5), (355.5, 309.5)]";"[1, 1]"
1667;0.0937178134918;"[5.7008772]";"[(610.5, 326.5)]";"[1]"
1668;0.111257076263;"[5.7008772, 5.7008772]";"[(604.5, 326.5), (340.5, 304.5)]";"[1, 1]"
1669;0.110808849335;"[5.7008772, 5.7008772, 5.7008772]";"[(851.5, 546.5), (599.5, 326.5), (335.5, 303.5)]";"[0, 1, 1]"
1670;0.0964269638062;"[5.7008772, 5.7008772]";"[(592.5, 325.5), (326.5, 302.5)]";"[1, 1]"
1671;0.0920798778534;"[5.7008772, 6.6708322]";"[(321.5, 303.5), (586.5, 324.5)]";"[1, 1]"
1672;0.0892641544342;"[5.7008772, 5.7008772]";"[(581.5, 325.5), (314.5, 303.5)]";"[1, 1]"
1673;0.0973200798035;"[5.7008772, 5.7008772, 5.7008772]";"[(826.5, 544.5), (570.5, 323.5), (302.5, 300.5)]";"[0, 1, 1]"
1674;0.108618974686;"[5.7008772, 5.7008772]";"[(290.5, 298.5), (560.5, 321.5)]";"[1, 1]"
1675;0.116577863693;"[5.7008772, 5.5226803]";"[(552.5, 322.5), (281.5, 298.5)]";"[1, 1]"
1676;0.0904791355133;"[5.7008772, 5.7008772]";"[(543.5, 317.5), (272.5, 293.5)]";"[1, 1]"
1677;0.090665102005;"[5.7008772, 5.7008772]";"[(533.5, 313.5), (260.5, 288.5)]";"[1, 1]"
1678;0.101282119751;"[5.7008772, 5.7008772]";"[(518.5, 311.5), (242.5, 285.5)]";"[1, 1]"
1679;0.115942001343;"[5.7008772, 6.041523, 5.7008772]";"[(762.5, 518.5), (499.5, 307.5), (219.5, 281.5)]";"[0, 1, 1]"
1680;0.113013982773;"[5.7008772, 5.7008772]";"[(475.5, 302.5), (193.5, 274.5)]";"[1, 1]"
1681;0.0960259437561;"[5.7008772, 5.7008772]";"[(455.5, 300.5), (168.5, 271.5)]";"[1, 1]"
1682;0.0884821414948;"[6.5192022, 6.6708322]";"[(441.5, 300.5), (150.5, 272.5)]";"[1, 1]"
1683;0.11566901207;"[5.7008772]";"[(138.5, 274.5)]";"[1]"
1684;0.0890669822693;"[6.5192022, 5.7008772]";"[(421.5, 306.5), (129.5, 278.5)]";"[1, 1]"
1685;0.109856128693;"[5.7008772, 5.7008772]";"[(415.5, 308.5), (121.5, 281.5)]";"[1, 1]"
