frameno;frametime;radious;cir_pos;color
731;0.116540193558;"[5.7008772, 5.7008772]";"[(715.5, 71.5), (451.5, 59.5)]";"[1, 1]"
732;0.122401952744;"[6.5192022]";"[(715.5, 76.5)]";"[1]"
733;0.109586000443;"[5.7008772]";"[(453.5, 69.5)]";"[1]"
734;0.0904400348663;"[6.6708322]";"[(715.5, 88.5)]";"[1]"
735;0.104009151459;"[6.3639612]";"[(717.5, 95.5)]";"[1]"
736;0.11935210228;"[6.5192022, 5.7008772]";"[(718.5, 104.5), (457.5, 93.5)]";"[1, 1]"
737;0.123492002487;"[5.7008772, 5.7008772]";"[(459.5, 101.5), (719.5, 113.5)]";"[1, 1]"
738;0.126811027527;"[5.7008772]";"[(719.5, 117.5)]";"[1]"
739;0.126811027527;"[5.7008772, 5.7008772]";"[(458.5, 106.5), (717.5, 119.5)]";"[1, 1]"
740;0.14693403244;"[5.7008772, 5.7008772]";"[(716.5, 121.5), (456.5, 108.5)]";"[1, 1]"
741;0.123435974121;"[6.3639612, 5.7008772]";"[(716.5, 122.5), (456.5, 111.5)]";"[1, 1]"
742;0.132521152496;"[5.7008772, 5.7008772]";"[(457.5, 113.5), (716.5, 126.5)]";"[1, 1]"
743;0.10505604744;"[6.6708322]";"[(715.5, 129.5)]";"[1]"
744;0.116025209427;"[7.1063352, 5.7008772]";"[(714.5, 132.5), (457.5, 120.5)]";"[1, 1]"
745;0.135002851486;"[6.6708322]";"[(716.5, 136.5)]";"[1]"
746;0.116569042206;"[5.7008772, 6.9641943]";"[(459.5, 127.5), (716.5, 139.5)]";"[1, 1]"
747;0.110154867172;"[5.7008772, 5.7008772]";"[(460.5, 132.5), (719.5, 143.5)]";"[1, 1]"
748;0.133373975754;"[6.6708322, 5.7008772]";"[(718.5, 150.5), (460.5, 138.5)]";"[1, 1]"
749;0.124788999557;"[5.7008772]";"[(459.5, 143.5)]";"[1]"
750;0.103406906128;"[5.7008772, 5.7008772]";"[(461.5, 148.5), (719.5, 159.5)]";"[1, 1]"
751;0.111323833466;"[5.7008772, 5.7008772]";"[(720.5, 164.5), (463.5, 151.5)]";"[1, 1]"
752;0.115430116653;"[5.7008772, 5.7008772]";"[(723.5, 171.5), (466.5, 160.5)]";"[1, 1]"
753;0.123375177383;"[6.041523, 5.7008772]";"[(722.5, 178.5), (466.5, 167.5)]";"[1, 1]"
754;0.101524114609;"[5.7008772, 6.6708322]";"[(466.5, 174.5), (721.5, 186.5)]";"[1, 1]"
755;0.112110137939;"[5.7008772, 6.5192022]";"[(468.5, 182.5), (724.5, 193.5)]";"[1, 1]"
756;0.118942975998;"[5.7008772, 5.7008772]";"[(469.5, 192.5), (726.5, 203.5)]";"[1, 1]"
757;0.115115880966;"[5.7008772, 5.7008772]";"[(726.5, 210.5), (471.5, 199.5)]";"[1, 1]"
758;0.119272947311;"[6.6708322]";"[(725.5, 214.5)]";"[1]"
759;0.129194974899;"[5.7008772]";"[(726.5, 217.5)]";"[1]"
760;0.108137130737;"[5.7008772, 6.6708322]";"[(470.5, 208.5), (724.5, 219.5)]";"[1, 1]"
761;0.117647886276;"[5.7008772]";"[(724.5, 221.5)]";"[1]"
762;0.118253946304;"[5.7008772, 5.7008772]";"[(471.5, 211.5), (725.5, 223.5)]";"[1, 1]"
763;0.119772195816;"[5.7008772, 5.7008772]";"[(727.5, 225.5), (473.5, 213.5)]";"[1, 1]"
764;0.11863899231;"[5.7008772, 5.7008772]";"[(727.5, 227.5), (473.5, 215.5)]";"[1, 1]"
765;0.118795156479;"[5.7008772, 6.041523]";"[(472.5, 218.5), (727.5, 229.5)]";"[1, 1]"
766;0.118104934692;"[5.7008772, 5.7008772]";"[(727.5, 234.5), (473.5, 223.5)]";"[1, 1]"
767;0.118893146515;"[5.7008772]";"[(729.5, 241.5)]";"[1]"
768;0.120527982712;"[5.7008772]";"[(730.5, 250.5)]";"[1]"
769;0.0992770195007;"[5.7008772]";"[(730.5, 259.5)]";"[1]"
770;0.1166639328;"[5.7008772, 5.7008772]";"[(731.5, 267.5), (478.5, 256.5)]";"[1, 1]"
771;0.127469062805;"[5.7008772]";"[(479.5, 265.5)]";"[1]"
772;0.133389949799;"[5.7008772, 5.7008772]";"[(729.5, 286.5), (477.5, 273.5)]";"[1, 1]"
773;0.116502046585;"[5.7008772]";"[(728.5, 294.5)]";"[1]"
774;0.121079921722;"[5.7008772, 5.7008772]";"[(727.5, 299.5), (476.5, 285.5)]";"[1, 1]"
775;0.0994441509247;"[5.7008772, 5.7008772]";"[(728.5, 302.5), (476.5, 288.5)]";"[1, 1]"
776;0.097580909729;"[6.6708322]";"[(726.5, 306.5)]";"[1]"
777;0.118045091629;"[5.7008772]";"[(726.5, 312.5)]";"[1]"
778;0.111342906952;"[5.7008772]";"[(726.5, 319.5)]";"[1]"
779;0.115653991699;"[5.7008772]";"[(725.5, 324.5)]";"[1]"
780;0.123375892639;"[5.7008772, 5.7008772]";"[(726.5, 326.5), (474.5, 313.5)]";"[1, 1]"
781;0.124372005463;"[5.7008772]";"[(726.5, 329.5)]";"[1]"
782;0.119936943054;"[5.7008772]";"[(727.5, 331.5)]";"[1]"
783;0.0942931175232;"[5.7008772]";"[(727.5, 335.5)]";"[1]"
784;0.107367038727;"[5.7008772]";"[(727.5, 338.5)]";"[1]"
785;0.108507871628;"[5.7008772, 5.5226803]";"[(726.5, 341.5), (474.5, 328.5)]";"[1, 1]"
786;0.122334957123;"[5.7008772]";"[(725.5, 343.5)]";"[1]"
787;0.131989955902;"[5.7008772]";"[(725.5, 347.5)]";"[1]"
788;0.123402118683;"[5.7008772]";"[(725.5, 350.5)]";"[1]"
789;0.131910085678;"[]";"[]";"[]"
790;0.122563838959;"[5.7008772]";"[(726.5, 358.5)]";"[1]"
791;0.10312795639;"[5.7008772]";"[(723.5, 365.5)]";"[1]"
792;0.119689941406;"[5.7008772]";"[(723.5, 373.5)]";"[1]"
793;0.132230997086;"[5.7008772]";"[(725.5, 379.5)]";"[1]"
794;0.130081892014;"[5.7008772]";"[(726.5, 386.5)]";"[1]"
795;0.131084918976;"[5.7008772]";"[(728.5, 392.5)]";"[1]"
796;0.129057168961;"[5.7008772]";"[(728.5, 398.5)]";"[1]"
797;0.140148162842;"[5.7008772]";"[(728.5, 403.5)]";"[1]"
798;0.0994081497192;"[]";"[]";"[]"
799;0.0907349586487;"[5.7008772]";"[(729.5, 415.5)]";"[1]"
800;0.0970249176025;"[5.7008772]";"[(728.5, 420.5)]";"[1]"
801;0.0975611209869;"[5.7008772, 5.7008772]";"[(728.5, 425.5), (476.5, 411.5)]";"[1, 1]"
802;0.116145133972;"[6.5192022, 5.5226803]";"[(728.5, 434.5), (476.5, 421.5)]";"[1, 1]"
803;0.112782001495;"[5.7008772]";"[(726.5, 439.5)]";"[1]"
804;0.110024929047;"[5.7008772]";"[(726.5, 446.5)]";"[1]"
805;0.0916049480438;"[5.7008772]";"[(726.5, 454.5)]";"[1]"
